Artist Name,Album Title,Track Title,Record Label,Year,Genre,Style,Tag,Comment,Discogs Release ID
Duke Williams,Monkey in a Silk Suit is Still a Monkey,Chinese Chicken,Capricorn Records,1973,Funk / Soul,Soul,UBB,,https://www.discogs.com/release/580565
Duke Williams And The Extremes,A Monkey In A Silk Suit Is Still A Monkey,Chinese Chicken,Capricorn Records,1973,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/580565
Dum-Dum,Dum-Dum,Art The Grass,Philips,1972,Jazz,,Drums,,https://www.discogs.com/release/3148540
Dust,Dust,Chasin' Ladies,Kama Sutra,1971,Rock,Hard Rock,Drums,,https://www.discogs.com/release/1957170
Dyango,Entre Una Espada Y La Pared,Tu Eres Mi Fracaso,Odeon,1981,Pop,Ballad,Drums,,https://www.discogs.com/release/5252951
Dyke & the Blazers,"Let a Woman Be a Woman, Let a Man Be a Man bw UHH","Let a Woman Be a Woman, Let a Man Be a Man",Original Sound,1969,Funk / Soul,Funk,UBB,,https://www.discogs.com/master/341177
Dyke And The Blazers,The Funky Broadway,"Funky Broadway (Part 1),  Funky Broadway (Part 2),  Broadway Combination",Original Sound,1967,Funk / Soul,Rhythm & Blues,Drums,,https://www.discogs.com/release/3115665
Dynamic Corvettes,,Funky Music Is the Thing Part 2,Abet,1975,Funk / Soul,Funk,UBB,,https://www.discogs.com/release/1225912
Dynastie Crisis,Dynastie Crisis,,Harvest,1972,Rock,Pop Rock,Drums,,https://www.discogs.com/release/2975663
Dynasty,Daydreamin',Daydreamin',Solar,1986,Electronic,Dance-pop,Drums,,https://www.discogs.com/release/1793349
Dynasty,Your Piece Of The Rock,Your Piece Of The Rock,Solar,1979,Funk / Soul,Disco,Drums,,https://www.discogs.com/release/397887
Dyson's Faces,Dyson's Faces,Nosey People,DMC,1975,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/945709
Earl Van Dyke,The Earl Of Funk,Na Na Hey Hey Kiss Him Goodbye,Soul,1970,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/2223760
Earth Quake,8.5,Finders Keepers,Beserkley,1976,Rock,Power Pop,Drums,,https://www.discogs.com/release/2552985
Earth Quake,Earth Quake,Distance Between,A&M Records,1971,Rock,,Drums,,https://www.discogs.com/release/3159616

Earth Quake,Leveled,Street Fever,Beserkley,1977,Rock,,Drums,,https://www.discogs.com/release/2924856
"Earth, Wind & Fire",Gratitude,,Columbia,1978,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1483352
"Earth, Wind & Fire",That's The Way Of The World,Happy Feelin',ARC,1978,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/670301
"Earth, Wind And Fire",The Need Of Love,,Warner Bros. Records,2005,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/7901182
Earthquire,Earthquire,Sunshine Man,Natural Resources,1972,Rock,,Drums,,https://www.discogs.com/release/1931302
East Coast Offering,East Coast Offering,K.C.'s Head,MCA Records,1984,Jazz,Smooth Jazz,Drums,,https://www.discogs.com/release/3053662
Eastside Connection,Frisco Disco bw Birthday Medley,Frisco Disco,Rampart Records,1978,Funk / Soul,Disco,UBB,,https://www.discogs.com/master/229755
"Easybeats, The",The Music Goes Round My Head,,United Artists Records,1967,Rock,Pop Rock,Drums,,https://www.discogs.com/release/1801120
"Easybeats, The",Vigil,Sha La La,Varèse Vintage,2017,Rock,Pop Rock,Drums,,https://www.discogs.com/release/10170261
Ebony Rhythm Funk Campaign,"Watchin' You, Watchin' Me",Giving Me Less Love,Chi Sound Records,1976,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/561554
Eclipse,Eclipse,Le Rêve De John W.,Not On Label,1990,Electronic,House,Drums,,https://www.discogs.com/release/395954
"Ecstasy, Passion & Pain","Ecstasy, Passion & Pain",I Wouldn't Give You Up,Roulette,1974,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/445310
Ed Graham,Hot Stix,,M & K RealTime Records,1978,Jazz,Free Improvisation,Drums,,https://www.discogs.com/release/3317924
Ed Lincoln,Órgão E Piano Elétrico,,CID,1971,Jazz,Bossanova,Drums,,https://www.discogs.com/release/2486575
Ed Maciel E Sua Orquestra,Ed Maciel E Sua Orquestra Vol. 8,Put Your Hand In The Hand,London Records,1971,Jazz,Funk,Drums,,https://www.discogs.com/release/3033223
Eddie Bo,Hook And Sling,Hook And Sling,Scram Records,1969,Funk / Soul,Funk,UBB,,https://www.discogs.com/master/205246
"Eddie Boy Band, The",The Eddie Boy Band,"Oh, So Hard",MCA Records,1975,Rock,Southern Rock,Drums,,https://www.discogs.com/release/3467773
Eddie Drennon & B.B.S. Unlimited,Collage,,Friends & Co.,1975,Funk / Soul,Disco,Drums,,https://www.discogs.com/master/188397
Eddie Gomez Featuring Chick Corea And Steve Gadd,Gomez,Mez-Ga,Interface,1984,Jazz,Post Bop,Drums,,https://www.discogs.com/release/2633130
Eddie Harris,I'm Tired Of Driving,You Are The One,RCA,1978,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/2934657
Eddie Harris,Instant Death,Instant Death,Atlantic,1972,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/1615528
Eddie Harris,Live At Newport,Carry On Brother,Atlantic,1971,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/2146266
Eddie Henderson,Comin' Through,Say You Will,Capitol Records,1977,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/1209593
Eddie Henderson,Mahal,Prance On,Capitol Records,1978,Jazz,Fusion,Drums,,https://www.discogs.com/release/656889
Eddie Henderson,Sunburst,The Kumquat Kids,Blue Note,1975,Jazz,Fusion,Drums,,https://www.discogs.com/release/720245
Eddie Kendricks,He's A Friend,Chains,Tamla,1976,Funk / Soul,Disco,Drums,,https://www.discogs.com/release/915970
Eddie Kendricks,People...Hold On,My People...Hold On,Tamla,1972,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/443628
Eddie Kendricks,Vintage '78,How's Your Life Baby,Arista,1978,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/591474
Eddie Long,It Don't Make Sense But It Sure Sounds Good,,Vampi Soul,2003,Funk / Soul,Louisiana Blues,Drums,,https://www.discogs.com/release/758922
Eddie Money,Eddie Money,Gamblin Man,Columbia,1977,Rock,Pop Rock,Drums,,https://www.discogs.com/release/1893660
"Eddie Simpson, Marcell Strong",Two Soul Chiefs,Eddie Simpson – Pray And Vote,Red Lightnin',1983,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1411254
Eddie Warner,Progressive Percussions Vol. 2,Eddie Warner - Devil's Anvil,L'Illustration Musicale,1972,Jazz,Latin Jazz,Drums,,https://www.discogs.com/release/2871537
Eddy Louiss,Combo,Vanessa,Goss Productions,1978,Jazz,African,Drums,,https://www.discogs.com/release/2215203
Eddy Louiss,Orgue,Tin Tin Deo,America Records,1972,Jazz,Hard Bop,Drums,,https://www.discogs.com/release/1789203
"Eden Rocs, The",Reggae And Hard Rock,,ViP,1979,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/8244469
Eden's Children,Eden's Children,Out Where The Light Fish Live,ABC Records,1968,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/3949580
"Edgar Winter Group With Rick Derringer, The",The Edgar Winter Group With Rick Derringer,Modern Love,Blue Sky,1975,Rock,Blues Rock,Drums,,https://www.discogs.com/release/3496732
"Edgar Winter Group, The",Shock Treatment,Do Like Me,Epic,1974,Rock,Hard Rock,Drums,,https://www.discogs.com/release/906903
"Edgar Winter Group, The",They Only Come Out At Night,When It Comes,Epic,1973,Rock,Blues Rock,Drums,,https://www.discogs.com/release/1038525
Edge,Edge,Lady Of Darkness,Edge Records,1993,Electronic,Hardcore,Drums,,https://www.discogs.com/release/56073
Edmundo Ros And His Orchestra,Hair Goes Latin,Hare Krishna (Be In),Decca,1970,Jazz,Easy Listening,Drums,,https://www.discogs.com/release/1649868
Edmundo Ros And His Orchestra,High Fi-Esta - Perfect For Dancing,Under The Bridges Of Paris - Mambo,London Records,,Jazz,Latin Jazz,Drums,,https://www.discogs.com/release/1074376
Eduardo Araújo & Silvinha,Sou Filho Dêsse Chão,Opanigê,Beverly,,Rock,MPB,Drums,,https://www.discogs.com/release/2815788
Edward L. King,The Dream - I'm Growin' Old,The Way I Feel,Circa,1971,"Folk, World, & Country",,Drums,,https://www.discogs.com/release/7735035
"Edward Simon, Richard L. Blank, Matt Matthews",Production Music,,Major Records,1972,Rock,,Drums,,https://www.discogs.com/release/4587128
Edward Vesala - Soulset,1-2-3-4 Soul Jumppa,,Not On Label,1969,Jazz,Education,Drums,,https://www.discogs.com/release/6120586
Edwin Birdsong,Funtaztik,Win Tonight,Salsoul Records,1981,Electronic,Funk,Drums,,https://www.discogs.com/release/1458967
Edwin Starr,25 Miles,Who Cares If You're Happy Or Not (I Do),Gordy,1969,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/620404
Edwin Starr,Hell Up In Harlem (Original Motion Picture Soundtrack),Easin' In,Motown,1974,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/789132
Eero Koivistoinen,The Front Is Breaking,"Mean Meat Blues, The Front Is Breaking",Love Records,1976,Jazz,Fusion,Drums,,https://www.discogs.com/release/527322
Efendi's Garden,Efendi's Garden,Oh Boy,Babylon,1979,Electronic,Krautrock,Drums,,https://www.discogs.com/release/2703168
Egg,The Polite Force,Long Piece No.3: Part One,Deram,1971,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/502150
Eik,Speglun ,,Eik,1976,Jazz,Prog Rock,Drums,,https://www.discogs.com/release/4266389
Ekseption,Ekseption '78,THE CAT,Decca,1978,Rock,Prog Rock,Drums,,https://www.discogs.com/release/1890647
El Chicano,Cinco,Children,MCA Records,1974,Latin,Soul,Drums,,https://www.discogs.com/release/776791
El Chicles,Discotheque Explosion,,Polydor,1971,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/801609
El Coco,Cocomotion,Cocomotion (Part I),AVI Records,1977,Funk / Soul,Disco,Drums,,https://www.discogs.com/release/2585901
El Coco,Dancing In Paradise,Afrodesia,AVI Records,1978,Funk / Soul,Disco,Drums,,https://www.discogs.com/release/120004
El Combo Xingú,Xingú,,IRT,1972,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/3696302
El Kinto,Circa 1968,Don Pascual,Clave,2009,Rock,Bossanova,Drums,,https://www.discogs.com/release/3519514
El Pasador,Amazonas,Tu Amor,Polaris,1976,Electronic,Disco,Drums,,https://www.discogs.com/release/5653009
El Ritual,El Ritual,"La Tierra De Que Te Hablé (Incluyendo Maya), Satanás",Raff,1971,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/4202612
"Elders, The",Looking For The Answer,,Audio Fidelity,1971,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/4000582
Ele Kõlar & Kaja Kõlar,Ele & Kaja Kõlar,Tulen Saarelt,Мелодия,1984,Reggae,Disco,Drums,,https://www.discogs.com/release/2061895
Electra-Combo,Electra-Combo,,AMIGA,1974,Rock,Pop Rock,Drums,,https://www.discogs.com/release/413154
"Electric Indian, The",Keem-O-Sabe,"Rain Dance, Geronimo",United Artists Records,1969,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/582321
Electric Light Orchestra,Discovery,Don't Bring Me Down,Jet Records,1979,Rock,Pop Rock,Drums,,https://www.discogs.com/release/1620882
Electro Keyboard Orchestra,Electro Keyboard Orchestra,The Heated Point,Columbia,1975,Electronic,Space-Age,Drums,,https://www.discogs.com/release/3746203
Electromagnets,Electromagnets,,EGM Records,1975,Jazz,Prog Rock,Drums,,https://www.discogs.com/release/4998371
"Electronic Concept Orchestra, The",Moog Groove,Rock Me,Limelight,1969,Electronic,Synth-pop,Drums,,https://www.discogs.com/release/972429
Elektrik Cokernut,Go Moog!,Chirpy Chirpy Cheep Cheep,Music For Pleasure,1973,Electronic,Synth-pop,Drums,,https://www.discogs.com/release/218506
Elektriktus,Electronic Mind Waves,,PDU,1976,Electronic,Experimental,Drums,,https://www.discogs.com/release/757775
"Eleventh Hour, The",Hollywood Hot ,,20th Century Records,1976,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1388993
"Eleventh House With Larry Coryell, The",Introducing The Eleventh House,The Funky Waltz,Vanguard,1974,Jazz,Jazz-Rock,Drums,,https://www.discogs.com/release/977687
Elliott Fisher,In The Land Of Make Believe,Heavy,Dobre Records,1976,Jazz,Soul-Jazz,Drums,,https://www.discogs.com/release/889367
ELO,Time,Another Heart Breaks,Jet Records,1981,Electronic,Synth-pop,Drums,,https://www.discogs.com/release/450556
Elonkorjuu,Harvest Time,A Little Rocket Song,Parlophone,1972,Rock,Hard Rock,Drums,,https://www.discogs.com/release/3609456
Elton Motello,Pop Art,When All The Boys Are English,Passport Records,1980,Rock,New Wave,Drums,,https://www.discogs.com/release/858944
Elvis Presley,Elvis Now,Put Your Hand In The Hand,RCA,1973,Rock,Rock & Roll,Drums,,https://www.discogs.com/release/1154298
Elvis Presley,Put Your Hand In The Hand,PUT YOUR HAND IN THE HAND,RCA Victor,1972,Pop,Country,Drums,,https://www.discogs.com/release/2475771
Embryo,Surfin',Sidetrack,Buk Records,1975,Jazz,Experimental,Drums,,https://www.discogs.com/release/1603244
Emergency,Emergency Entrance,Why Am I Doin' It,CBS,1972,Jazz,Jazz-Rock,Drums,,https://www.discogs.com/release/1893970
"Emerson, Lake & Palmer",Works (Volume 1),Greg Lake – Hallowed Be Thy Name,Ariola,1980,Rock,Experimental,Drums,,https://www.discogs.com/release/4430728
"Emerson, Lake & Palmer",Works (Volume 2),When The Apple Blossoms Bloom In The Windmills Of Your Mind I'll Be Your Valentine,Ariola,1980,Rock,Experimental,Drums,,https://www.discogs.com/release/4430728
"Emerson, Lake & Palmer",Love Beach,Memoirs Of An Officer And A Gentleman: C. Letters From The Front,AMIGA,1980,Rock,Prog Rock,Drums,,https://www.discogs.com/release/444103
"Emil Viklický, Bill Frisell, Kermit Driscoll, Vinton Johnson",Okno,"Trochu Funky = The Funky Way, Boston",Supraphon,1981,Jazz,Fusion,Drums,,https://www.discogs.com/release/1941824
Emílio Santiago,Emílio Santiago,Bananeira,CID,1975,Jazz,Samba,Drums,,https://www.discogs.com/release/1885707
"Emotions, The",Untouched,Blind Alley,Volt,1972,Funk / Soul,Soul,UBB,,https://www.discogs.com/release/3233014
Empress,Empress,Dyin' To Be Dancin',Prelude Records,1982,Electronic,Disco,Drums,,https://www.discogs.com/release/1192534
Enchantment,Once Upon A Dream,It's You That I Need,Roadshow,1977,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1925545
"End, The",Introspection,Dreamworld,Decca,1969,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/4944524
Engelbert Humperdinck,Sweetheart,Put Your Hand In The Hand,Parrot,1971,Pop,Ballad,Drums,,https://www.discogs.com/release/1525290
Engerling,Blues,Die Dünne Haut,Gala Classics,1991,Rock,Blues Rock,Drums,,https://www.discogs.com/release/4145293
England,Garden Shed,POISONED YOUTH,Arista,1977,Rock,Prog Rock,Drums,,https://www.discogs.com/release/2093098
England Dan Seals,Stones,Late At Night,Atlantic,1980,Pop,Folk Rock,Drums,,https://www.discogs.com/release/8833768
Eno,Here Come The Warm Jets,Dead Finks Don't Talk,Editions EG,1982,Rock,Prog Rock,Drums,,https://www.discogs.com/release/35610
Enoch Light And The Light Brigade,Charge!,,Project 3 Total Sound,1972,Jazz,Easy Listening,Drums,,https://www.discogs.com/release/2942714
Enoch Light And The Light Brigade,Permissive Polyphonics,Pass And I Call You,Project 3 Total Sound,1970,Electronic,Easy Listening,Drums,,https://www.discogs.com/release/4552673
Enoch Light And The Light Brigade,The Brass Menagerie 1973,Mambo,Project 3 Records,1972,Electronic,Experimental,Drums,,https://www.discogs.com/release/568388
Enrico Intra,Paopop ,,Rifi,1975,Electronic,Jazz-Funk,Drums,,https://www.discogs.com/release/2997246
"Ensemble De Percussion De Paris, Vincent Gemignani, Jacques Charpentier, Charles Chaynes",Pour Le Kama Soutra - Concordances,,Concert Hall,1970,Jazz,Avant-garde Jazz,Drums,,https://www.discogs.com/release/2102791
Epitaph,Live,,Air Rytmo,2015,"Folk, World, & Country",Folk,Drums,,https://www.discogs.com/release/6881762
"Equals, The",Equals Supreme,,President Records,1968,Rock,,Drums,,https://www.discogs.com/release/3029992
Ergo Band - Grażyna Łobaszewska,Ergo Band - Grażyna Łobaszewska,,Polskie Nagrania Muza,1978,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/1823693
Eric Bibb & Bert Deivert,April Fools,,Opus 3,1979,"Folk, World, & Country",Folk,Drums,,https://www.discogs.com/release/2755070
Eric Burdon And War,The Black-Man's Burdon,Pretty Colors,MGM Records,1970,Jazz,Blues Rock,Drums,,https://www.discogs.com/release/533967
Eric Delaney,The Big Beat Of Eric Delaney,Big Noise From Winnetka,Marble Arch,1968,Jazz,,Drums,,https://www.discogs.com/release/2984962
"Eric Delaney Band, The",Skin Ed Goes Skin Deep,Big Noise From Winnetka,Norwood Records,1980,Electronic,Fusion,Drums,,https://www.discogs.com/release/2846173
Eric Johnson,Tones,Victory,Reprise Records,,Jazz,Pop Rock,Drums,,https://www.discogs.com/release/1898544
Eric Kloss,Consciousness!,,Prestige,1970,Jazz,Post Bop,Drums,,https://www.discogs.com/release/1083076
Eric Robertson,Eric Robertson,,tembo,1975,Jazz,,Drums,,https://www.discogs.com/release/5141503
Eric Thöner,Piano Explosion,Put Your Hand In The Hand,BASF,1974,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/2838808
Erkut Taçkın,Erkut Taçkın,Erkek Olana,Diskotür,1975,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/5894275
Ernesto Brancucci - Luigi Bergonzi,Happy Trills,Expanse,Riddle Records,,Electronic,Easy Listening,Drums,,https://www.discogs.com/release/2752552
Ernie K. Doe,Ernie K. Doe ,,Tipitina's Record Club,2021,Funk / Soul,Rhythm & Blues,Drums,,https://www.discogs.com/release/21095188
Ernie Wilkins And His Orchestra,Hard Mother Blues,Spoonful,Mainstream Records,1970,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/1248274
Ernie Wilkins,Screaming Mothers,Spinning Wheel,Mainstream Records,1974,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/4253198
Erotic Drum Band,Action 78,Action 78,Unidisc,1978,Electronic,Disco,Drums,,https://www.discogs.com/release/190566
Ersen,Dünden Bugüne ,,Şahinler,1977,Pop,Psychedelic Rock,Drums,,https://www.discogs.com/release/3759481
ESG,ESG,UFO,99 Records,1981,Rock,No Wave,UBB,,https://www.discogs.com/release/76297
Esko Linnavalli & Esa Katajavuori,On The Rocks,,RCA Victor,1972,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/766415
Esko Linnavallin Orkesteri,Joulusoitto,,RCA International,1971,Jazz,Funk,Drums,,https://www.discogs.com/release/1405395
Esquires Now,Born To Win,Think,Antillana,1973,Reggae,Reggae,Drums,,https://www.discogs.com/release/2253894
Esso Steel Band Of Bermuda,Sunshine,Don't Rock The Boat,O.U.R. Records,1967,Reggae,Steel Band,Drums,,https://www.discogs.com/release/979652
Esther Marrow,"Newport News, Virginia","He Don’t Appreciate It, Money Honey",Flying Dutchman,1970,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/3473000
Esther Rolle,The Garden Of My Mind,,Savoy Records,1975,Funk / Soul,Spoken Word,Drums,,https://www.discogs.com/release/4724690
Esther Williams,Let Me Show You,"Last Night Changed It All (I Really Had a Ball) (Album version)",Friends & Co.,1976,Funk / Soul,Soul,UBB,,https://www.discogs.com/release/315595
Esther Williams,Let Me Show You,It Feels Real Good,Friends & Co.,1976,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/315595
Eternité,Les Chants De L'Éternité ,,Polydor,1977,Rock,Experimental,Drums,,https://www.discogs.com/release/4250360
Etta James,Changes,Donkey,T-Electric,1980,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/551243
Etta James,Come A Little Closer,Out On The Streets Again,Chess,1974,Funk / Soul,Rhythm & Blues,Drums,,https://www.discogs.com/release/1552686
Ettore Stratta And His Orchestra,Themes '75,"The Godfather, Part II",RCA,1975,Jazz,Theme,Drums,,https://www.discogs.com/release/3293682
"Eugene "Luigi" Louis",Jazz With Luigi,,Hoctor Records,1963,Jazz,Education,Drums,,https://www.discogs.com/release/4389243
"Eugene "Luigi" Louis",Jazz Class,,Hoctor Records,1968,Jazz,,Drums,,https://www.discogs.com/release/3041440
Eugene McDaniels,Headless Heroes Of The Apocalypse,Supermarket Blues,Atlantic,1971,Jazz,Fusion,Drums,,https://www.discogs.com/release/2044943
Eugene McDaniels,Outlaw,Cherrystones,Atlantic,1970,Jazz,Blues Rock,Drums,,https://www.discogs.com/release/531999
Eulenspygel,2,Konsumgewäsche,Bellaphon,1979,Rock,Hard Rock,Drums,,https://www.discogs.com/release/2980173
Eumir Deodato,Os Catedráticos 73,O Jogo = Soccer Game,Equipe,1972,Jazz,Bossa Nova,Drums,,https://www.discogs.com/release/1812658
Evelyn King,Spirit Of The Dancer,I CAN'T TAKE IT,RCA Victor,1981,Funk / Soul,Disco,Drums,,https://www.discogs.com/release/696952
Everette De Van,This Is Ssslick,Crisco,Stage 3 Sound,1981,Jazz,Space-Age,Drums,,https://www.discogs.com/release/1687734
Evergreen Blues,Comin' On,,ABC Records,1969,Rock,Pop Rock,Drums,,https://www.discogs.com/release/3431613
Everybody's People,The Music of Everybody's People,,EP Records,1972,Rock,Pop Rock,Drums,,https://www.discogs.com/release/9339270
Everyday People,Everyday People,I Like What I Like,Red Coach Records,1972,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/720841
Everything Is Everything Featuring Chris Hills,Everything Is Everything Featuring Chris Hills,,Vanguard Apostolic,1969,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/2838388
Exit 9,Straight Up,Jive Man,BRC,1975,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/3645471
"Exkursions, The",The Exkursions,It's Been Set Down,Not On Label (The Exkursions Self-released),1971,Rock,Blues Rock,Drums,,https://www.discogs.com/release/3040404
"Exotic Guitars, The",The Exotic Guitars,C'est Si Bon,Ranwood,1968,Jazz,Easy Listening,Drums,,https://www.discogs.com/release/3344374
Experience,Experience,"Gimme Some Lovin',  Snoopy Travel; This double LP was released in Japan as two separate single LP's., ""Gimme Some Lovin'"" is also on the first Japanese LP, Expérience – Expérience. The drum break can be found on both releases., ""Snoopy Travel"" is also on the second Japanese LP, Expérience – Expérience II. The drum break can be found on both releases.",XL Recordings,1992,Electronic,Breakbeat,Drums,,https://www.discogs.com/release/26193
Expérience,Expérience,Gimme Some Lovin',XL Recordings,1992,Electronic,Breakbeat,Drums,,https://www.discogs.com/release/26193
Expérience,Expérience II,Snoopy Travel,Sunnyview,1986,Electronic,Freestyle,Drums,,https://www.discogs.com/release/99308
Experience Unlimited,,Knock Him Out Sugar Ray,P-Vine Records,2002,Funk / Soul,Funk,UBB,,https://www.discogs.com/release/2058336
Experience Unlimited,Free Yourself,Peace Gone Away,Now-Again Records,2019,Jazz,Jazz-Rock,Drums,,https://www.discogs.com/release/13613129
Extra Ball,Mosquito,,Poljazz,1981,Jazz,Contemporary Jazz,Drums,,https://www.discogs.com/release/1422069
Eye To Eye,Eye To Eye,Hunger Pains,Warner Bros. Records,1982,Electronic,Synth-pop,Drums,,https://www.discogs.com/release/2355762
Ezy & Isaac,Soul Rock,,Rifi,1974,Funk / Soul,African,Drums,,https://www.discogs.com/release/1641376
F.B.I.,F.B.I.,F.B.I.,Good Earth,1976,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1468599
Fabio Frizzi,Amore Libero = Free Love (Colonna Sonora Originale Del Film Omonimo),Kalu',Cinevox Record,1975,Electronic,Soundtrack,Drums,,https://www.discogs.com/release/2085373
"Fabulous Conti Family, The",Sounds Of America,Hey Boogie Mama,Not On Label,,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/6471982
"Fabulous Soul Investigators, The",Hot Pants On Fire - The New Setting,HOT PANTS ON FIRE,Timmion Records,2001,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/355198
"Fabulous Sunglows, The",The Fabulous Sunglows,Happy Hippo,Sunglow Record Company,1964,"Folk, World, & Country",Polka,Drums,,https://www.discogs.com/release/6132460
Face Dancer,About Face,My Girl,Capitol Records,1980,Rock,AOR,Drums,,https://www.discogs.com/release/2662683
Face Dancer,This World,Cry Baby,Capitol Records,1979,Rock,,Drums,,https://www.discogs.com/release/2087176
Faces,Long Player,Bad 'N' Ruin,Warner Bros. Records,1971,Rock,Rock & Roll,Drums,,https://www.discogs.com/release/1363928
Fairport,Gottle O'Geer,Cropredy Capers,Island Records,1976,Rock,Folk Rock,Drums,,https://www.discogs.com/release/1489443
Fairport Convention,Angel Delight,Angel Delight,Island Records,1971,"Folk, World, & Country",Folk Rock,Drums,,https://www.discogs.com/release/1682768

Faith,Faith,Freedom,Epic,1987,Electronic,Soft Rock,Drums,,https://www.discogs.com/release/413315
"Falconaires, The",Something From The Air Force Academy,Get Out Of My Life Woman,United States Air Force Academy,1970,Rock,,Drums,,https://www.discogs.com/release/4918390
"Fall Guys, The",Spirit Of Seventy Sicks,,Kahoots,1976,Pop,,Drums,,https://www.discogs.com/release/18594439
"Family Of Mann, The",First Light,The Turtle And The Frog,Atlantic,1974,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/1823671
"Family Tree, The",We Shall See Him As He Is,,Cheri Records,,Funk / Soul,Gospel,Drums,,https://www.discogs.com/release/3160755
Fancy,Wild Thing,Feel Good,Big Tree Records,1974,Rock,Pop Rock,UBB,,https://www.discogs.com/release/1950202
Fanny,Fanny Hill,Ain't That Peculiar,Reprise Records,1972,Rock,Pop Rock,Drums,,https://www.discogs.com/release/1386423
Fanny,Mother's Pride,I Need You Need Me,Reprise Records,1973,Rock,Pop Rock,Drums,,https://www.discogs.com/release/1386350
Fanny,Rock And Roll Survivors,"Rock ‘N’ Roll Survivors, Long Distance Lover, Beggar Man, I’ve Had It",Casablanca,1974,Rock,Pop Rock,Drums,,https://www.discogs.com/release/1386409
Fanny Adams,Fanny Adams,Ain't No Loving Left,Kapp Records,1971,Rock,Hard Rock,Drums,,https://www.discogs.com/release/3241030
Fantasy,Rock N' Roller At Heart,,Widget Records,1972,Rock,,Drums,,https://www.discogs.com/release/7085410
"Fanz, The",The Grand Illusion,Leaders Of The World,Illusion Records,1977,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/3774236
Farida,Farida,Il Pianoforte,Polskie Nagrania Muza,1972,Jazz,,Drums,,https://www.discogs.com/release/3602983
Fashion,Fabrique,It's Alright,Arista,1982,Electronic,Synth-pop,Drums,,https://www.discogs.com/release/59163
"Fast, The",The Fast For Sale,Kids Just Wanna Dance,Recca Records,1980,Rock,Punk,Drums,,https://www.discogs.com/release/1949591
Fat Larry's Band,Feel It,Down on the Avenue,WMOT Records,1976,Funk / Soul,Disco,UBB,,https://www.discogs.com/release/473519
Fat Mattress,Fat Mattress II,People,ATCO Records,1970,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/1118648
Fat Water,Fat Water,,MGM Records,1969,Rock,Country Rock,Drums,,https://www.discogs.com/release/4856921
Fatback,14 Karat,Lady Groove ,Spring Records,1980,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/245333
Fatback,"Brite Lites, Big City",Let Me Do It To You,Spring Records,1979,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/832866
Fatback,Fired Up 'N' Kickin',Get Out On The Dance Floor ,Spring Records,1978,Funk / Soul,Disco,Drums,,https://www.discogs.com/release/507701
